time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,inlet_mean_temp,max_temp_fuel,temp_blanket,temp_fuel
0,0,0,0,0,0,0,0,930,0,0,0
1e-06,8.3340917757456e+20,3.2931504213241e+21,8.2178773485619e+21,5.7392901985022e+21,3.7432923455508e+21,1.0461060571187e+21,2021180151.1173,964.73280966034,1169.4958902167,928.20406445516,1023.6648145958
2.2e-06,8.3341094097117e+20,3.293157216129e+21,8.2178947886337e+21,5.7393034946301e+21,3.7433011640271e+21,1.0461077027668e+21,2021184718.7751,964.73280965747,1169.4958902126,928.20406447389,1023.664812325
3.64e-06,8.3341263069573e+20,3.2931637808912e+21,8.2179108819864e+21,5.7393150593732e+21,3.7433093005717e+21,1.0461095850397e+21,2021188975.6466,964.73280965403,1169.4958902077,928.20406449636,1023.6648096001
5.368e-06,8.3341439876568e+20,3.293170699152e+21,8.2179278894207e+21,5.7393269698322e+21,3.7433174582388e+21,1.0461116773363e+21,2021193366.1865,964.7328096499,1169.4958902018,928.20406452333,1023.6648063304
7.4416e-06,8.3341634190075e+20,3.2931783339185e+21,8.2179467657254e+21,5.7393401292509e+21,3.7433262413749e+21,1.0461140190622e+21,2021198150.2976,964.73280964495,1169.4958901948,928.2040645557,1023.6648024068
9.92992e-06,8.3341854770337e+20,3.2931870214146e+21,8.2179683283896e+21,5.739355165256e+21,3.7433361455949e+21,1.0461166955538e+21,2021203551.388,964.73280963901,1169.4958901863,928.20406459453,1023.6647976986
1.2915904e-05,8.3342110685967e+20,3.293197113942e+21,8.217993436078e+21,5.7393726864082e+21,3.7433476214841e+21,1.0461198192306e+21,2021209795.1556,964.73280963188,1169.4958901762,928.20406464114,1023.6647920489
1.64990848e-05,8.3342411723402e+20,3.2932089941155e+21,8.2180230283291e+21,5.7393933483693e+21,3.7433611235747e+21,1.0461235186149e+21,2021217122.5106,964.73280962332,1169.4958901641,928.20406469707,1023.6647852695
2.079890176e-05,8.3342768586356e+20,3.2932230820081e+21,8.2180581424136e+21,5.7394178739599e+21,3.7433771369832e+21,1.0461279341038e+21,2021225795.572,964.73280961305,1169.4958901497,928.2040647642,1023.6647771345
2.5958682112e-05,8.3343193102206e+20,3.2932398429662e+21,8.2180999319166e+21,5.7394470675904e+21,3.7433961937783e+21,1.0461332181251e+21,2021236103.161,964.73280960073,1169.4958901325,928.20406484475,1023.6647673729
3.21504185344e-05,8.334369850429e+20,3.2932597985256e+21,8.2181496931592e+21,5.7394818338448e+21,3.7434188879814e+21,1.0461395380722e+21,2021248367.8526,964.73280958594,1169.4958901121,928.20406494142,1023.6647556596
3.958050224128e-05,8.3344299773351e+20,3.2932835396843e+21,8.2182088975226e+21,5.7395231999788e+21,3.7434458916602e+21,1.0461470809166e+21,2021262954.3276,964.73280956819,1169.495890088,928.20406505743,1023.6647416044
4.8496602689536e-05,8.3345013982335e+20,3.2933117403304e+21,8.2182792242559e+21,5.7395723387558e+21,3.7434779707659e+21,1.0461560584309e+21,2021280277.7427,964.7328095469,1169.4958900597,928.20406519666,1023.6647247393
5.9195923227443e-05,8.3345860586276e+20,3.2933451685478e+21,8.2183625881643e+21,5.7396305877355e+21,3.7435159983685e+21,1.0461667119294e+21,2021300810.7522,964.73280952134,1169.4958900265,928.20406536376,1023.6647045027
7.2035107872932e-05,8.3346861610567e+20,3.293384693961e+21,8.2184611576073e+21,5.7396994618101e+21,3.7435609632163e+21,1.0461793155414e+21,2021325088.0848,964.73280949068,1169.4958899878,928.2040655643,1023.6646802208
8.7442129447518e-05,8.334804169536e+20,3.2934312894413e+21,8.2185773585735e+21,5.7397806560204e+21,3.7436139717393e+21,1.0461941772371e+21,2021353707.6608,964.73280945388,1169.4958899429,928.204065805,1023.6646510855
0.00010593055533702,8.3349427943073e+20,3.2934860250616e+21,8.2187138595121e+21,5.7398760349306e+21,3.7436762411482e+21,1.0462116369371e+21,2021387326.9556,964.73280940972,1169.4958898914,928.2040660939,1023.6646161269
0.00012811666640443,8.3351049492847e+20,3.29355005128e+21,8.2188735293442e+21,5.7399876032714e+21,3.7437490802545e+21,1.0462320609259e+21,2021426652.7411,964.73280935673,1169.4958898327,928.20406644065,1023.6645741814
0.00015473999968531,8.3352936717438e+20,3.2936245672163e+21,8.2190593583156e+21,5.7401174506337e+21,3.743833853341e+21,1.046255831456e+21,2021472421.6565,964.73280929314,1169.4958897668,928.20406685688,1023.664523853
0.00018668799962237,8.3355119911447e+20,3.2937107688396e+21,8.2192743287594e+21,5.7402676611769e+21,3.7439319212041e+21,1.046283330013e+21,2021525368.4242,964.73280921683,1169.4958896939,928.20406735651,1023.6644634662
0.00022502559954685,8.3357627322864e+20,3.2938097712214e+21,8.2195212211814e+21,5.7404401781583e+21,3.7440445527136e+21,1.0463149124022e+21,2021586178.1262,964.73280912525,1169.495889615,928.2040679563,1023.6643910101
0.00027103071945622,8.3360482383323e+20,3.2939224991418e+21,8.2198023414187e+21,5.7406366133275e+21,3.744172800388e+21,1.0463508738113e+21,2021655419.0385,964.73280901536,1169.495889532,928.20406867634,1023.6643040702
0.00032623686334746,8.3363698624637e+20,3.2940494977559e+21,8.2201190679411e+21,5.7408579389047e+21,3.7443173036751e+21,1.0463913949087e+21,2021733433.81,964.73280888348,1169.4958894483,928.2040695408,1023.6641997465
0.00039248423601695,8.3367280157143e+20,3.2941909079283e+21,8.2204717158505e+21,5.7411043609651e+21,3.7444781893618e+21,1.0464365087681e+21,2021820295.7659,964.73280872523,1169.495889369,928.2040705787,1023.6640745531
