"group1","group2","group3","group4","group5","group6","temp","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.9983e+14,1.1806e+15,2.9013e+15,1.9678e+15,1.2259e+15,2.8387e+14,1060,1,18.716,18.716,94,0
2.9965e+14,1.1799e+15,2.8996e+15,1.9667e+15,1.2252e+15,2.8371e+14,1060,1,18.879,18.879,94,0
2.9948e+14,1.1792e+15,2.8979e+15,1.9656e+15,1.2245e+15,2.8354e+14,1059.9,1,19.042,19.042,94,0
2.993e+14,1.1785e+15,2.8963e+15,1.9644e+15,1.2238e+15,2.8338e+14,1059.9,1,19.205,19.205,94,0
2.9913e+14,1.1779e+15,2.8946e+15,1.9633e+15,1.2231e+15,2.8322e+14,1059.8,1,19.367,19.367,94,0
2.9896e+14,1.1772e+15,2.8929e+15,1.9621e+15,1.2224e+15,2.8306e+14,1059.7,1,19.53,19.53,94,0
2.9878e+14,1.1765e+15,2.8912e+15,1.961e+15,1.2216e+15,2.8289e+14,1059.7,1,19.693,19.693,94,0
2.9861e+14,1.1758e+15,2.8895e+15,1.9599e+15,1.2209e+15,2.8273e+14,1059.6,1,19.855,19.855,94,0
2.9844e+14,1.1751e+15,2.8879e+15,1.9587e+15,1.2202e+15,2.8257e+14,1059.6,1,20.018,20.018,94,0
2.9826e+14,1.1744e+15,2.8862e+15,1.9576e+15,1.2195e+15,2.824e+14,1059.5,1,20.181,20.181,94,0
2.9809e+14,1.1738e+15,2.8845e+15,1.9564e+15,1.2188e+15,2.8224e+14,1059.5,1,20.344,20.344,94,0
2.9792e+14,1.1731e+15,2.8828e+15,1.9553e+15,1.2181e+15,2.8208e+14,1059.4,1,20.507,20.507,94,0
2.9774e+14,1.1724e+15,2.8811e+15,1.9542e+15,1.2174e+15,2.8192e+14,1059.3,1,20.669,20.669,94,0
2.9757e+14,1.1717e+15,2.8795e+15,1.953e+15,1.2167e+15,2.8175e+14,1059.3,1,20.832,20.832,94,0
2.974e+14,1.171e+15,2.8778e+15,1.9519e+15,1.216e+15,2.8159e+14,1059.2,1,20.995,20.995,94,0
2.9722e+14,1.1703e+15,2.8761e+15,1.9507e+15,1.2153e+15,2.8143e+14,1059.2,1,21.157,21.157,94,0
2.9705e+14,1.1697e+15,2.8744e+15,1.9496e+15,1.2145e+15,2.8127e+14,1059.1,1,21.32,21.32,94,0
2.9688e+14,1.169e+15,2.8727e+15,1.9485e+15,1.2138e+15,2.811e+14,1059.1,1,21.483,21.483,94,0
2.967e+14,1.1683e+15,2.8711e+15,1.9473e+15,1.2131e+15,2.8094e+14,1059,1,21.646,21.646,94,0
2.9653e+14,1.1676e+15,2.8694e+15,1.9462e+15,1.2124e+15,2.8078e+14,1058.9,1,21.809,21.809,94,0
2.9636e+14,1.1669e+15,2.8677e+15,1.945e+15,1.2117e+15,2.8062e+14,1058.9,1,21.971,21.971,94,0
2.9618e+14,1.1662e+15,2.866e+15,1.9439e+15,1.211e+15,2.8045e+14,1058.8,1,22.134,22.134,94,0
2.9601e+14,1.1656e+15,2.8643e+15,1.9428e+15,1.2103e+15,2.8029e+14,1058.8,1,22.297,22.297,94,0
2.9584e+14,1.1649e+15,2.8627e+15,1.9416e+15,1.2096e+15,2.8013e+14,1058.7,1,22.459,22.459,94,0
2.9565e+14,1.1641e+15,2.8608e+15,1.9404e+15,1.2088e+15,2.7995e+14,1058.7,1,22.622,22.622,94,0
2.9544e+14,1.1633e+15,2.8588e+15,1.939e+15,1.2079e+15,2.7975e+14,1058.6,1,22.785,22.785,94,0
2.9523e+14,1.1625e+15,2.8567e+15,1.9376e+15,1.2071e+15,2.7956e+14,1058.5,1,22.948,22.948,94,0
2.9502e+14,1.1617e+15,2.8547e+15,1.9362e+15,1.2062e+15,2.7936e+14,1058.4,1,23.111,23.111,94,0
2.9481e+14,1.1608e+15,2.8527e+15,1.9348e+15,1.2054e+15,2.7916e+14,1058.4,1,23.273,23.273,94,0
2.9459e+14,1.16e+15,2.8506e+15,1.9335e+15,1.2045e+15,2.7896e+14,1058.3,1,23.436,23.436,94,0
2.9438e+14,1.1592e+15,2.8486e+15,1.9321e+15,1.2036e+15,2.7877e+14,1058.2,1,23.599,23.599,94,0
2.9417e+14,1.1583e+15,2.8466e+15,1.9307e+15,1.2028e+15,2.7857e+14,1058.2,1,23.761,23.761,94,0
2.9396e+14,1.1575e+15,2.8445e+15,1.9293e+15,1.2019e+15,2.7837e+14,1058.1,1,23.924,23.924,94,0
2.9375e+14,1.1567e+15,2.8425e+15,1.9279e+15,1.2011e+15,2.7818e+14,1058,1,24.087,24.087,94,0
2.9354e+14,1.1559e+15,2.8405e+15,1.9266e+15,1.2002e+15,2.7798e+14,1058,1,24.25,24.25,94,0
2.9333e+14,1.155e+15,2.8384e+15,1.9252e+15,1.1993e+15,2.7778e+14,1057.9,1,24.413,24.413,94,0
2.9312e+14,1.1542e+15,2.8364e+15,1.9238e+15,1.1985e+15,2.7758e+14,1057.8,1,24.575,24.575,94,0
2.9291e+14,1.1534e+15,2.8344e+15,1.9224e+15,1.1976e+15,2.7739e+14,1057.8,1,24.738,24.738,94,0
2.927e+14,1.1526e+15,2.8323e+15,1.921e+15,1.1968e+15,2.7719e+14,1057.7,1,24.901,24.901,94,0
2.9249e+14,1.1517e+15,2.8303e+15,1.9197e+15,1.1959e+15,2.7699e+14,1057.6,1,25.063,25.063,94,0
2.9228e+14,1.1509e+15,2.8283e+15,1.9183e+15,1.195e+15,2.768e+14,1057.6,1,25.226,25.226,94,0
2.9207e+14,1.1501e+15,2.8262e+15,1.9169e+15,1.1942e+15,2.766e+14,1057.5,1,25.389,25.389,94,0
2.9186e+14,1.1493e+15,2.8242e+15,1.9155e+15,1.1933e+15,2.764e+14,1057.4,1,25.552,25.552,94,0
2.9165e+14,1.1484e+15,2.8222e+15,1.9141e+15,1.1925e+15,2.7621e+14,1057.3,1,25.715,25.715,94,0
2.9144e+14,1.1476e+15,2.8201e+15,1.9127e+15,1.1916e+15,2.7601e+14,1057.3,1,25.877,25.877,94,0
2.9123e+14,1.1468e+15,2.8181e+15,1.9114e+15,1.1907e+15,2.7581e+14,1057.2,1,26.04,26.04,94,0
2.9102e+14,1.1459e+15,2.8161e+15,1.91e+15,1.1899e+15,2.7561e+14,1057.1,1,26.203,26.203,94,0
2.9081e+14,1.1451e+15,2.814e+15,1.9086e+15,1.189e+15,2.7542e+14,1057.1,1,26.365,26.365,94,0
2.906e+14,1.1443e+15,2.812e+15,1.9072e+15,1.1882e+15,2.7522e+14,1057,1,26.528,26.528,94,0
2.9039e+14,1.1435e+15,2.8099e+15,1.9058e+15,1.1873e+15,2.7502e+14,1056.9,1,26.691,26.691,94,0
2.9018e+14,1.1426e+15,2.8079e+15,1.9045e+15,1.1864e+15,2.7483e+14,1056.9,1,26.854,26.854,94,0
2.8997e+14,1.1418e+15,2.8059e+15,1.9031e+15,1.1856e+15,2.7463e+14,1056.8,1,27.017,27.017,94,0
2.8974e+14,1.1409e+15,2.8036e+15,1.9015e+15,1.1846e+15,2.7441e+14,1056.7,1,27.179,27.179,94,0
2.8949e+14,1.1399e+15,2.8012e+15,1.8999e+15,1.1836e+15,2.7418e+14,1056.6,1,27.342,27.342,94,0
2.8924e+14,1.1389e+15,2.7988e+15,1.8983e+15,1.1826e+15,2.7395e+14,1056.6,1,27.505,27.505,94,0
2.89e+14,1.138e+15,2.7964e+15,1.8967e+15,1.1816e+15,2.7372e+14,1056.5,1,27.667,27.667,94,0
2.8875e+14,1.137e+15,2.7941e+15,1.8951e+15,1.1806e+15,2.7348e+14,1056.4,1,27.83,27.83,94,0
2.8851e+14,1.136e+15,2.7917e+15,1.8934e+15,1.1796e+15,2.7325e+14,1056.3,1,27.993,27.993,94,0
2.8826e+14,1.1351e+15,2.7893e+15,1.8918e+15,1.1786e+15,2.7302e+14,1056.2,1,28.156,28.156,94,0
2.8801e+14,1.1341e+15,2.7869e+15,1.8902e+15,1.1776e+15,2.7279e+14,1056.2,1,28.319,28.319,94,0
2.8777e+14,1.1331e+15,2.7845e+15,1.8886e+15,1.1766e+15,2.7256e+14,1056.1,1,28.481,28.481,94,0
2.8752e+14,1.1322e+15,2.7822e+15,1.887e+15,1.1756e+15,2.7233e+14,1056,1,28.644,28.644,94,0
2.8728e+14,1.1312e+15,2.7798e+15,1.8854e+15,1.1746e+15,2.721e+14,1055.9,1,28.807,28.807,94,0
2.8703e+14,1.1302e+15,2.7774e+15,1.8838e+15,1.1736e+15,2.7187e+14,1055.8,1,28.969,28.969,94,0
2.8679e+14,1.1293e+15,2.775e+15,1.8821e+15,1.1725e+15,2.7164e+14,1055.8,1,29.132,29.132,94,0
2.8654e+14,1.1283e+15,2.7726e+15,1.8805e+15,1.1715e+15,2.7141e+14,1055.7,1,29.295,29.295,94,0
2.8629e+14,1.1273e+15,2.7703e+15,1.8789e+15,1.1705e+15,2.7118e+14,1055.6,1,29.458,29.458,94,0
2.8605e+14,1.1264e+15,2.7679e+15,1.8773e+15,1.1695e+15,2.7095e+14,1055.5,1,29.621,29.621,94,0
2.858e+14,1.1254e+15,2.7655e+15,1.8757e+15,1.1685e+15,2.7072e+14,1055.4,1,29.783,29.783,94,0
2.8556e+14,1.1244e+15,2.7631e+15,1.8741e+15,1.1675e+15,2.7049e+14,1055.4,1,29.946,29.946,94,0
2.8531e+14,1.1235e+15,2.7607e+15,1.8724e+15,1.1665e+15,2.7025e+14,1055.3,1,30.109,30.109,94,0
2.8506e+14,1.1225e+15,2.7583e+15,1.8708e+15,1.1655e+15,2.7002e+14,1055.2,1,30.271,30.271,94,0
2.8482e+14,1.1215e+15,2.756e+15,1.8692e+15,1.1645e+15,2.6979e+14,1055.1,1,30.434,30.434,94,0
2.8457e+14,1.1206e+15,2.7536e+15,1.8676e+15,1.1635e+15,2.6956e+14,1055,1,30.597,30.597,94,0
2.8433e+14,1.1196e+15,2.7512e+15,1.866e+15,1.1625e+15,2.6933e+14,1055,1,30.76,30.76,94,0
2.8408e+14,1.1186e+15,2.7488e+15,1.8644e+15,1.1615e+15,2.691e+14,1054.9,1,30.923,30.923,94,0
2.8383e+14,1.1177e+15,2.7464e+15,1.8628e+15,1.1605e+15,2.6887e+14,1054.8,1,31.085,31.085,94,0
2.8359e+14,1.1167e+15,2.7441e+15,1.8611e+15,1.1595e+15,2.6864e+14,1054.7,1,31.248,31.248,94,0
2.8334e+14,1.1157e+15,2.7417e+15,1.8595e+15,1.1585e+15,2.6841e+14,1054.6,1,31.411,31.411,94,0
2.831e+14,1.1147e+15,2.7393e+15,1.8579e+15,1.1575e+15,2.6818e+14,1054.6,1,31.573,31.573,94,0
2.8282e+14,1.1136e+15,2.7366e+15,1.8561e+15,1.1563e+15,2.6791e+14,1054.5,1,31.736,31.736,94,0
2.8253e+14,1.1125e+15,2.7339e+15,1.8542e+15,1.1552e+15,2.6765e+14,1054.4,1,31.899,31.899,94,0
2.8225e+14,1.1114e+15,2.7311e+15,1.8524e+15,1.154e+15,2.6739e+14,1054.3,1,32.062,32.062,94,0
2.8197e+14,1.1103e+15,2.7284e+15,1.8505e+15,1.1529e+15,2.6712e+14,1054.2,1,32.224,32.224,94,0
2.8169e+14,1.1092e+15,2.7257e+15,1.8487e+15,1.1517e+15,2.6686e+14,1054.1,1,32.387,32.387,94,0
2.8141e+14,1.1081e+15,2.723e+15,1.8468e+15,1.1506e+15,2.666e+14,1054,1,32.55,32.55,94,0
2.8113e+14,1.107e+15,2.7203e+15,1.845e+15,1.1494e+15,2.6633e+14,1053.9,1,32.713,32.713,94,0
2.8085e+14,1.1059e+15,2.7176e+15,1.8432e+15,1.1483e+15,2.6607e+14,1053.8,1,32.875,32.875,94,0
