time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,inlet_mean_temp,max_temp_fuel,temp_blanket,temp_fuel
0,0,0,0,0,0,0,0,930,0,0,0
1e-06,8.1096337806419e+20,3.2021907928541e+21,7.9795403809893e+21,5.5646626738732e+21,3.6122771676237e+21,9.9174462070334e+20,1986889881.6312,925.10887448426,1113.6231394939,924.93566272958,975.41525540943
2.2e-06,8.1096331716186e+20,3.2021905540608e+21,7.9795398862814e+21,5.5646624783851e+21,3.6122771548592e+21,9.9174461020848e+20,1986889734.5871,925.10887448324,1113.6231394931,924.93566274794,975.4152554085
3.64e-06,8.1096322191425e+20,3.2021901762878e+21,7.9795389746437e+21,5.5646619281109e+21,3.6122769452972e+21,9.9174458826361e+20,1986889504.0455,925.10887448203,1113.6231394922,924.93566276997,975.41525540737
5.368e-06,8.1096308821073e+20,3.2021896468862e+21,7.9795376720556e+21,5.5646610686023e+21,3.6122765033407e+21,9.9174453917677e+20,1986889178.8402,925.10887448057,1113.6231394911,924.9356627964,975.41525540601
7.4416e-06,8.1096291033468e+20,3.2021889433545e+21,7.9795359310626e+21,5.5646598874103e+21,3.6122758173086e+21,9.9174444641964e+20,1986888744.9881,925.10887447882,1113.6231394897,924.93566282812,975.41525540434
9.92992e-06,8.1096268194197e+20,3.2021880406468e+21,7.9795336905533e+21,5.5646583483251e+21,3.6122748727331e+21,9.9174429283238e+20,1986888186.96,925.10887447672,1113.6231394881,924.93566286619,975.41525540232
1.2915904e-05,8.1096239590353e+20,3.2021869106121e+21,7.9795308809994e+21,5.5646564051406e+21,3.6122736472832e+21,9.9174406082553e+20,1986887487.3163,925.1088744742,1113.6231394862,924.93566291186,975.41525539983
1.64990848e-05,8.1096204388677e+20,3.2021855203354e+21,7.9795274209937e+21,5.5646540026473e+21,3.6122721104114e+21,9.9174373285873e+20,1986886625.6874,925.10887447118,1113.6231394838,924.93566296668,975.41525539678
2.079890176e-05,8.1096161579821e+20,3.2021838299379e+21,7.9795232117709e+21,5.5646510734211e+21,3.6122702222624e+21,9.9174329184359e+20,1986885577.4039,925.10887446755,1113.623139481,924.93566303245,975.41525539301
2.5958682112e-05,8.1096109918886e+20,3.2021817902339e+21,7.9795181313087e+21,5.5646475336676e+21,3.6122679314968e+21,9.9174272103636e+20,1986884312.0307,925.1088744632,1113.6231394775,924.93566311138,975.41525538833
3.21504185344e-05,8.1096047869711e+20,3.2021793405388e+21,7.9795120288194e+21,5.5646432792735e+21,3.6122651728399e+21,9.9174200318351e+20,1986882791.9925,925.10887445798,1113.6231394734,924.93566320609,975.41525538249
3.958050224128e-05,8.1095973555344e+20,3.2021764067193e+21,7.9795047198827e+21,5.5646381823674e+21,3.6122618648844e+21,9.9174111899523e+20,1986880971.3537,925.10887445171,1113.6231394683,924.93566331975,975.41525537516
4.8496602689536e-05,8.1095884712213e+20,3.2021728993873e+21,7.9794959819645e+21,5.5646320882213e+21,3.6122579081802e+21,9.917400452943e+20,1986878794.6937,925.10887444419,1113.6231394622,924.93566345614,975.4152553659
5.9195923227443e-05,8.1095778643329e+20,3.2021687120534e+21,7.9794855498481e+21,5.5646248121299e+21,3.6122531833649e+21,9.9173875327858e+20,1986876195.9599,925.10887443517,1113.6231394547,924.9356636198,975.41525535413
7.2035107872932e-05,8.1095652166914e+20,3.2021637190971e+21,7.979473110609e+21,5.5646161359779e+21,3.612247549094e+21,9.9173720720305e+20,1986873097.2121,925.10887442433,1113.6231394456,924.93566381619,975.41525533906
8.7442129447518e-05,8.1095501559781e+20,3.2021577735304e+21,7.9794582980634e+21,5.5646058044248e+21,3.6122408396865e+21,9.917353635357e+20,1986869407.2381,925.10887441134,1113.6231394345,924.93566405185,975.41525531962
0.00010593055533702,8.1095322498071e+20,3.2021507046554e+21,7.9794406869472e+21,5.5645935208827e+21,3.6122328625933e+21,9.9173317044508e+20,1986865020.1043,925.10887439574,1113.6231394209,924.93566433463,975.41525529437
0.00012811666640443,8.109511000081e+20,3.202142315835e+21,7.9794197873678e+21,5.5645789436677e+21,3.6122233959416e+21,9.9173056744382e+20,1986859813.775,925.10887437703,1113.6231394041,924.93566467396,975.41525526132
0.00015473999968531,8.1094858384518e+20,3.2021323826997e+21,7.979395040339e+21,5.5645616828961e+21,3.6122121865414e+21,9.9172748511818e+20,1986853649.0014,925.10887435457,1113.6231393834,924.93566508114,975.41525521777
0.00018668799962237,8.1094561240346e+20,3.2021206522445e+21,7.9793658155325e+21,5.5645412989204e+21,3.6121989488791e+21,9.9172384502682e+20,1986846368.762,925.10887432762,1113.6231393577,924.93566556974,975.41525515996
0.00022502559954685,8.1094211449534e+20,3.202106843439e+21,7.9793314127973e+21,5.5645173033908e+21,3.6121833658097e+21,9.9171955997823e+20,1986837798.6418,925.10887429529,1113.6231393257,924.93566615603,975.41525508279
0.00027103071945622,8.1093801258521e+20,3.202090650192e+21,7.9792910695456e+21,5.5644891644072e+21,3.6121650919043e+21,9.9171453498564e+20,1986827748.6722,925.10887425648,1113.6231392856,924.93566685952,975.41525497919
0.00032623686334746,8.1093322441634e+20,3.2020717477742e+21,7.9792439767537e+21,5.564456317679e+21,3.6121437606962e+21,9.9170866927078e+20,1986816017.3175,925.10887420992,1113.6231392351,924.93566770366,975.41525483947
0.00039248423601695,8.109276658646e+20,3.2020498040834e+21,7.979189307027e+21,5.5644181861001e+21,3.6121189973931e+21,9.9170185976151e+20,1986802398.4661,925.10887415404,1113.6231391712,924.93566871654,975.41525465036
